Listing Title,Monthly Costs,Availability,Size,Deposit,Key Price,Floor,Year Built,Nearest Station
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"2DK HOUSE
IN OIZUMIMACHI
NERIMA-KU, TOKYO","Monthly Costs ¥75,000",Available Now,Size 40.00 m²,Deposit ¥0,Key Money ¥0,Not Available,Year Built 1989,Nearest Station Oizumigakuen Station (20 min. walk)
"1R APARTMENT
IN NISHIASAKUSA
TAITO-KU, TOKYO","Monthly Costs ¥62,000",Available Now,Size 16.10 m²,Deposit ¥0,Key Money ¥0,Floor 5 / 5F,Year Built 1989,Nearest Station Tawaramachi Station (5 min. walk)
"2LDK APARTMENT
IN KITASHINJUKU
SHINJUKU-KU, TOKYO","Monthly Costs ¥168,000",Available Now,Size 63.00 m²,"Deposit ¥330,000",Key Money ¥0,Floor 7 / 9F,Year Built 2001,Nearest Station Higashinakano Station (5 min. walk)
"2LDK APARTMENT
IN AKASAKA
MINATO-KU, TOKYO","Monthly Costs ¥274,000 negotiable",Available Now,Size 50.34 m²,"Deposit ¥518,000",Key Money ¥0,Floor 11 / 11F,Year Built 2013,Nearest Station Akasaka Station (4 min. walk)
"2LDK APARTMENT
IN KAMIMEGURO
MEGURO-KU, TOKYO","Monthly Costs ¥299,000",Available Now,Size 65.74 m²,"Deposit ¥578,000","Key Money ¥289,000",Floor 12 / 19F,Year Built 2007,Nearest Station Nakameguro Station (3 min. walk)
"1LDK APARTMENT
IN AZABUJUBAN
MINATO-KU, TOKYO","Monthly Costs ¥263,000",Available Now,Size 51.99 m²,"Deposit ¥510,000",Key Money ¥0,Floor 13 / 14F,Year Built 2006,Nearest Station Azabu-juban Station (1 min. walk)
"2LDK APARTMENT
IN KACHIDOKI
CHUO-KU, TOKYO","Monthly Costs ¥378,000",Available Now,Size 90.52 m²,"Deposit ¥716,000",Key Money ¥0,Floor 12 / 58F,Year Built 2008,Nearest Station Kachidoki Station (5 min. walk)
"1R APARTMENT
IN TAKABAN
MEGURO-KU, TOKYO","Monthly Costs ¥149,000",Available Now,Size 32.00 m²,"Deposit ¥141,000",Key Money ¥0,Floor 3 / 6F,Year Built 2006,Nearest Station Gakugei Daigaku Station (8 min. walk)
"1K APARTMENT
IN KOYANAGICHO
FUCHU-SHI, TOKYO","Monthly Costs ¥61,040",Available Now,Size 19.87 m²,Deposit ¥0,"Key Money ¥27,750",Floor 2 / 2F,Year Built 1995,Nearest Station Tama Reien Station (5 min. walk)
"1LDK APARTMENT
IN IZUMICHO
KOKUBUNJI-SHI, TOKYO","Monthly Costs ¥100,000",Available Now,Size 50.00 m²,"Deposit ¥192,000",Key Money ¥0,Floor 5 / 14F,Year Built 2002,Nearest Station Nishi Kokubunji Station (5 min. walk)
"2LDK APARTMENT
IN HARUMI
CHUO-KU, TOKYO","Monthly Costs ¥163,000",Available Now,Size 67.00 m²,"Deposit ¥314,000",Key Money ¥0,Floor 12 / 20F,Year Built 2002,Nearest Station Kachidoki Station (5 min. walk)
"1K APARTMENT
IN HORIKIRI
KATSUSHIKA-KU, TOKYO","Monthly Costs ¥74,000",Available Now,Size 24.82 m²,"Deposit ¥69,000",Key Money ¥0,Floor 5 / 7F,Year Built 2011,Nearest Station Horikirishobuen Station (7 min. walk)
"1LDK APARTMENT
IN MATSUBARA
SETAGAYA-KU, TOKYO","Monthly Costs ¥176,000",Available Now,Size 67.00 m²,"Deposit ¥336,000",Key Money ¥0,Floor 5 / 10F,Year Built 2003,Nearest Station Meidaimae Station (10 min. walk)
"3LDK APARTMENT
IN KITA
KUNITACHI-SHI, TOKYO","Monthly Costs ¥390,000",Available Now,Size 179.92 m²,"Deposit ¥780,000","Key Money ¥390,000",Floor 11 / 13F,Year Built 1997,Not Available
"1R APARTMENT
IN HIGASHIGOKENCHO
SHINJUKU-KU, TOKYO","Monthly Costs ¥75,000",Available Now,Size 19.00 m²,"Deposit ¥68,000",Key Money ¥0,Floor 3 / 5F,Year Built 1987,Nearest Station Kagurazaka Station (5 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"2DK APARTMENT
IN KAMIIKEBUKURO
TOSHIMA-KU, TOKYO","Monthly Costs ¥118,000",Available Now,Size 43.00 m²,"Deposit ¥113,000",Key Money ¥0,Floor 6 / 6F,Year Built 1988,Nearest Station Ikebukuro Station (14 min. walk)
"2LDK APARTMENT
IN HOMMACHI
SHIBUYA-KU, TOKYO","Monthly Costs ¥242,000",Available Now,Size 60.60 m²,"Deposit ¥460,000",Key Money ¥0,Floor 8 / 13F,Year Built 2011,Nearest Station Nishishinjuku Go Choume Station (7 min. walk)
"1K APARTMENT
IN MINATO
CHUO-KU, TOKYO","Monthly Costs ¥127,000",Available Now,Size 31.87 m²,"Deposit ¥120,000",Key Money ¥0,Floor 4 / 11F,Year Built 1997,Nearest Station Tsukiji Station (6 min. walk)
"2LDK APARTMENT
IN AZUMABASHI
SUMIDA-KU, TOKYO","Monthly Costs ¥161,500",Available Now,Size 75.00 m²,"Deposit ¥314,000",Key Money ¥0,Floor 7 / 30F,Year Built 2007,Nearest Station Honjo Azumabashi Station (3 min. walk)
"1LDK APARTMENT
IN YOYOGI
SHIBUYA-KU, TOKYO","Monthly Costs ¥185,000",Available Now,Size 41.22 m²,"Deposit ¥173,000","Key Money ¥173,000",Floor 2 / 4F,Year Built 2012,Nearest Station Sangubashi Station (6 min. walk)
"1LDK APARTMENT
IN NISHIKASAI
EDOGAWA-KU, TOKYO","Monthly Costs ¥101,000",Available Now,Size 47.00 m²,"Deposit ¥196,000",Key Money ¥0,Floor 8 / 15F,Year Built 1996,Nearest Station Nishikasai Station (3 min. walk)
"3DK APARTMENT
IN TOYAMA(SONOTA)
SHINJUKU-KU, TOKYO","Monthly Costs ¥151,000",Available Now,Size 62.00 m²,"Deposit ¥290,000",Key Money ¥0,Floor 6 / 10F,Year Built 1998,Nearest Station Nishiwaseda Station (7 min. walk)
"PRIVATE GUESTHOUSE
IN HIGASHIKASAI
EDOGAWA-KU, TOKYO","Monthly Costs ¥60,000",Available Now,Size 7.00 m²,"Deposit ¥5,000","Key Money ¥5,000",Floor 5 / 5F,Year Built 1990,Nearest Station Kasai Station (7 min. walk)
"1DK APARTMENT
IN NAKAJUJO
KITA-KU, TOKYO","Monthly Costs ¥68,000",Available Now,Size 21.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 2F,Year Built 1989,Nearest Station Higashijujo Station (2 min. walk)
"PRIVATE GUESTHOUSE
IN GOHONGI
MEGURO-KU, TOKYO","Monthly Costs ¥65,000",Available Now,Size 10.90 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 2F,Year Built 1985,Nearest Station Yutenji Station (5 min. walk)
"1R APARTMENT
IN TAISHIDO
SETAGAYA-KU, TOKYO","Monthly Costs ¥70,000",Available Now,Size 20.44 m²,"Deposit ¥65,000","Key Money ¥65,000",Floor 1 / 4F,Year Built 1987,Nearest Station Nishitaishidou Station (8 min. walk)
"4LDK HOUSE
IN SHIMOUMA
SETAGAYA-KU, TOKYO","Monthly Costs ¥680,000",Available Now,Size 209.30 m²,"Deposit ¥2,040,000",Key Money ¥0,Not Available,Year Built 1987,Nearest Station Gakugei Daigaku Station (8 min. walk)
"1LDK APARTMENT
IN OMORINAKA
OTA-KU, TOKYO","Monthly Costs ¥85,000",Available Now,Size 47.00 m²,"Deposit ¥160,000",Key Money ¥0,Floor 8 / 14F,Year Built 1996,Nearest Station Umeyashiki Station (1 min. walk)
"2LDK APARTMENT
IN EBISUNISHI
SHIBUYA-KU, TOKYO","Monthly Costs ¥257,000",Available Now,Size 59.25 m²,"Deposit ¥249,000","Key Money ¥249,000",Floor 3 / 5F,Year Built 1999,Nearest Station Ebisu Station (5 min. walk)
"1LDK APARTMENT
IN NIHOMBASHIMUROMACHI
CHUO-KU, TOKYO","Monthly Costs ¥169,500",Available Now,Size 67.00 m²,"Deposit ¥330,000",Key Money ¥0,Floor 17 / 35F,Year Built 2001,Nearest Station Kodemmacho Station (4 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1R APARTMENT
IN MINAMIOI
SHINAGAWA-KU, TOKYO","Monthly Costs ¥55,000",Available Now,Size 12.88 m²,Deposit ¥0,Key Money ¥0,Floor 6 / 9F,Year Built 1985,Nearest Station Omorikaigan Station (3 min. walk)
"2DK APARTMENT
IN AKABANEMINAMI
KITA-KU, TOKYO","Monthly Costs ¥100,000",Available Now,Size 55.00 m²,"Deposit ¥192,000",Key Money ¥0,Floor 5 / 9F,Year Built 1998,Nearest Station Akabane Station (8 min. walk)
"1DK APARTMENT
IN OKUSAWA
SETAGAYA-KU, TOKYO","Monthly Costs ¥131,500",Available Now,Size 35.00 m²,"Deposit ¥128,000",Key Money ¥0,Floor 2 / 2F,Year Built 1988,Nearest Station Jiyugaoka Station (7 min. walk)
"1LDK APARTMENT
IN KAMIOSAKI
SHINAGAWA-KU, TOKYO","Monthly Costs ¥218,000",Available Now,Size 63.00 m²,"Deposit ¥420,000",Key Money ¥0,Floor 6 / 40F,Year Built 2012,Nearest Station Meguro Station (5 min. walk)
"1LDK APARTMENT
IN MINAMIAOYAMA
MINATO-KU, TOKYO","Monthly Costs ¥380,000",Available Now,Size 67.72 m²,"Deposit ¥360,000","Key Money ¥360,000",Floor 4 / 15F,Year Built 2008,Nearest Station Nogizaka Station (3 min. walk)
"2LDK APARTMENT
IN KAMIMEGURO
MEGURO-KU, TOKYO","Monthly Costs ¥190,000",Available Now,Size 60.99 m²,"Deposit ¥380,000","Key Money ¥190,000",Floor 2 / 5F,Year Built 1995,Nearest Station Yutenji Station (7 min. walk)
"3LDK APARTMENT
IN NAKACHO
MUSASHINO-SHI, TOKYO","Monthly Costs ¥411,000",Available Now,Size 100.03 m²,"Deposit ¥380,000","Key Money ¥380,000",Floor 11 / 11F,Year Built 2015,Nearest Station Mitaka Station (7 min. walk)
"1LDK APARTMENT
IN KONAN
MINATO-KU, TOKYO","Monthly Costs ¥164,000",Available Now,Size 56.00 m²,"Deposit ¥314,000",Key Money ¥0,Floor 5 / 25F,Year Built 2008,Nearest Station Shinagawa Station (7 min. walk)
"1LDK APARTMENT
IN MINAMIAZABU
MINATO-KU, TOKYO","Monthly Costs ¥248,000",Available Now,Size 50.53 m²,"Deposit ¥476,000",Key Money ¥0,Floor 1 / 4F,Year Built 2007,Nearest Station Hiroo Station (4 min. walk)
"2DK APARTMENT
IN HIGASHIKANAMACHI
KATSUSHIKA-KU, TOKYO","Monthly Costs ¥76,000",Available Now,Size 45.00 m²,"Deposit ¥146,000",Key Money ¥0,Floor 8 / 9F,Year Built 1997,Nearest Station Kanamachi Station (2 min. walk)
"1LDK APARTMENT
IN HIGASHIIKEBUKURO
TOSHIMA-KU, TOKYO","Monthly Costs ¥159,000",Available Now,Size 63.00 m²,"Deposit ¥312,000",Key Money ¥0,Floor 17 / 30F,Year Built 2010,Nearest Station Higashiikebukuro Station (5 min. walk)
"2DK APARTMENT
IN OJI
KITA-KU, TOKYO","Monthly Costs ¥92,000",Available Now,Size 57.00 m²,"Deposit ¥174,000",Key Money ¥0,Floor 7 / 8F,Year Built 1995,Nearest Station Ouji Kamiya Station (5 min. walk)
"1LDK APARTMENT
IN NISHIAZABU
MINATO-KU, TOKYO","Monthly Costs ¥198,000",Available Now,Size 38.38 m²,"Deposit ¥376,000",Key Money ¥0,Floor 5 / 14F,Year Built 2008,Nearest Station Hiroo Station (10 min. walk)
"1K APARTMENT
IN AZABUJUBAN
MINATO-KU, TOKYO","Monthly Costs ¥95,000",Available Now,Size 20.95 m²,"Deposit ¥86,500",Key Money ¥0,Floor 6 / 10F,Year Built 2013,Nearest Station Azabu-juban Station (3 min. walk)
"1R APARTMENT
IN SHIBAURA(1-CHOME)
MINATO-KU, TOKYO","Monthly Costs ¥70,000",Available Now,Size 16.50 m²,Deposit ¥0,Key Money ¥0,Floor 9 / 13F,Year Built 1980,Nearest Station Tamachi Station (8 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"3DK APARTMENT
IN YASHIO
SHINAGAWA-KU, TOKYO","Monthly Costs ¥147,500",Available Now,Size 75.00 m²,"Deposit ¥290,000",Key Money ¥0,Floor 6 / 9F,Year Built 1993,Nearest Station Oi Keibajoumae Station (10 min. walk)
"1LDK APARTMENT
IN AKASAKA
MINATO-KU, TOKYO","Monthly Costs ¥175,000",Available Now,Size 32.06 m²,"Deposit ¥167,000",Key Money ¥0,Floor 3 / 5F,Year Built 2004,Nearest Station Akasaka Station (8 min. walk)
"1K APARTMENT
IN IKEBUKURO (2-4-CHOME)
TOSHIMA-KU, TOKYO","Monthly Costs ¥74,000",Available Now,Size 22.00 m²,"Deposit ¥67,000",Key Money ¥0,Floor 3 / 3F,Year Built 1989,Nearest Station Ikebukuro Station (6 min. walk)
"2DK APARTMENT
IN TAKASHIMADAIRA
ITABASHI-KU, TOKYO","Monthly Costs ¥83,500",Available Now,Size 48.00 m²,"Deposit ¥160,000",Key Money ¥0,Floor 4 / 9F,Year Built 1993,Nearest Station Takashimadaira Station (5 min. walk)
"1LDK APARTMENT
IN KITASHINJUKU
SHINJUKU-KU, TOKYO","Monthly Costs ¥118,000",Available Now,Size 57.00 m²,"Deposit ¥230,000",Key Money ¥0,Floor 5 / 8F,Year Built 1997,Nearest Station Okubo Station (8 min. walk)
"3LDK APARTMENT
IN MINAMISENJU
ARAKAWA-KU, TOKYO","Monthly Costs ¥163,000",Available Now,Size 80.00 m²,"Deposit ¥318,000",Key Money ¥0,Floor 7 / 13F,Year Built 1999,Nearest Station Minamisenju Station (5 min. walk)
"4LDK APARTMENT
IN HIKARICHO
KOKUBUNJI-SHI, TOKYO","Monthly Costs ¥290,000",Available Now,Size 130.57 m²,"Deposit ¥580,000","Key Money ¥290,000",Floor 8 / 11F,Year Built 1997,Not Available
"1K APARTMENT
IN TAIHEI
SUMIDA-KU, TOKYO","Monthly Costs ¥112,000",Available Now,Size 27.62 m²,"Deposit ¥104,000",Key Money ¥0,Floor 7 / 13F,Year Built 2014,Nearest Station Kinshichou Station (6 min. walk)
"SHARED GUESTHOUSE
IN HANEGI
SETAGAYA-KU, TOKYO","Monthly Costs ¥46,000 negotiable",Available Now,Size 3.50 m²,"Deposit ¥20,000",Key Money ¥0,Floor 1 / 3F,Year Built 2005,Nearest Station Higashimatsubara Station (3 min. walk)
"1LDK APARTMENT
IN SHIBAURA(2-4-CHOME)
MINATO-KU, TOKYO","Monthly Costs ¥142,000",Available Now,Size 58.00 m²,"Deposit ¥276,000",Key Money ¥0,Floor 5 / 12F,Year Built 2002,Nearest Station Tamachi Station (10 min. walk)
"1LDK APARTMENT
IN MINAMIAOYAMA
MINATO-KU, TOKYO","Monthly Costs ¥375,000",Available Now,Size 70.48 m²,"Deposit ¥720,000",Key Money ¥0,Floor 4 / 6F,Year Built 2004,Nearest Station Gaien Mae Station (6 min. walk)
"2SLDK APARTMENT
IN HIGASHI
KUNITACHI-SHI, TOKYO","Monthly Costs ¥210,000",Available Now,Size 67.45 m²,"Deposit ¥210,000","Key Money ¥210,000",Floor 8 / 8F,Year Built 2005,Nearest Station Kunitachi Station (4 min. walk)
"1LDK APARTMENT
IN MATSUBARA
SETAGAYA-KU, TOKYO","Monthly Costs ¥139,300",Available Now,Size 54.00 m²,"Deposit ¥270,000",Key Money ¥0,Floor 6 / 10F,Year Built 2003,Nearest Station Meidaimae Station (10 min. walk)
"2LDK HOUSE
IN HATSUDAI
SHIBUYA-KU, TOKYO","Monthly Costs ¥650,000",Available Now,Size 161.71 m²,"Deposit ¥1,300,000","Key Money ¥650,000",Not Available,Year Built 1991,Not Available
"1R APARTMENT
IN YOYOGI
SHIBUYA-KU, TOKYO","Monthly Costs ¥80,000",Available Now,Size 22.00 m²,"Deposit ¥80,000",Key Money ¥0,Floor 3 / 14F,Year Built 1976,Nearest Station Minami Shinjuku Station (3 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"PRIVATE GUESTHOUSE
IN EGOTA
NAKANO-KU, TOKYO","Monthly Costs ¥53,000 negotiable",Available Now,Size 8.00 m²,"Deposit ¥20,000",Key Money ¥0,Floor 1 / 2F,Year Built 1981,Nearest Station Shin Egota Station (9 min. walk)
"1R APARTMENT
IN ARAI
NAKANO-KU, TOKYO","Monthly Costs ¥51,000",Available Now,Size 13.00 m²,Deposit ¥0,Key Money ¥0,Floor 5 / 5F,Year Built 1985,Nearest Station Araiyakushimae Station (5 min. walk)
"1LDK APARTMENT
IN TSUKISHIMA
CHUO-KU, TOKYO","Monthly Costs ¥164,000",Available Now,Size 64.00 m²,"Deposit ¥312,000",Key Money ¥0,Floor 17 / 27F,Year Built 2006,Nearest Station Tsukishima Station (2 min. walk)
"1LDK APARTMENT
IN TOMIGAYA
SHIBUYA-KU, TOKYO","Monthly Costs ¥187,000",Available Now,Size 40.05 m²,"Deposit ¥187,000",Key Money ¥0,Floor 6 / 11F,Year Built 2005,Nearest Station Yoyogi-hachiman Station (3 min. walk)
"1R APARTMENT
IN OJIMA
KOTO-KU, TOKYO","Monthly Costs ¥70,000",Available Now,Size 19.20 m²,"Deposit ¥65,000","Key Money ¥65,000",Floor 9 / 11F,Year Built 1992,Nearest Station Nishiojima Station (1 min. walk)
"1LDK APARTMENT
IN NAKANO
NAKANO-KU, TOKYO","Monthly Costs ¥145,000",Available Now,Size 56.00 m²,"Deposit ¥274,000",Key Money ¥0,Floor 4 / 5F,Year Built 1995,Nearest Station Nakano Station (8 min. walk)
"3LDK HOUSE
IN MITA
MEGURO-KU, TOKYO","Monthly Costs ¥410,000",Available Now,Size 104.66 m²,"Deposit ¥410,000","Key Money ¥410,000",Not Available,Year Built 2004,Nearest Station Meguro Station (9 min. walk)
"2DK APARTMENT
IN TAKENOTSUKA
ADACHI-KU, TOKYO","Monthly Costs ¥67,300",Available Now,Size 50.00 m²,"Deposit ¥130,000",Key Money ¥0,Floor 4 / 8F,Year Built 1993,Nearest Station Take No Tsuka Station (7 min. walk)
"2LDK APARTMENT
IN WAKAMATSUCHO
SHINJUKU-KU, TOKYO","Monthly Costs ¥327,000",Available Now,Size 97.00 m²,Deposit ¥0,Key Money ¥0,Floor 4 / 4F,Year Built 2004,Nearest Station Wakamatsu Kawada Station (5 min. walk)
"1LDK APARTMENT
IN AKEBONOCHO
TACHIKAWA-SHI, TOKYO","Monthly Costs ¥96,000",Available Now,Size 64.00 m²,"Deposit ¥184,000",Key Money ¥0,Floor 3 / 11F,Year Built 2001,Nearest Station Tachikawa Kita Station (8 min. walk)
"2LDK TERRACE HOUSE
IN KICHIJOJI MINAMICHO
MUSASHINO-SHI, TOKYO","Monthly Costs ¥290,000",Available Now,Size 91.08 m²,"Deposit ¥580,000","Key Money ¥290,000",Floor 2 / 2F,Year Built 2008,Nearest Station Inokashirakouen Station (4 min. walk)
"1LDK APARTMENT
IN HIROO
SHIBUYA-KU, TOKYO","Monthly Costs ¥200,000",Available Now,Size 39.27 m²,Deposit ¥0,Key Money ¥0,Floor 6 / 7F,Year Built 2003,Nearest Station Ebisu Station (5 min. walk)
"1DK APARTMENT
IN EBISU
SHIBUYA-KU, TOKYO","Monthly Costs ¥99,000",Available Now,Size 26.40 m²,"Deposit ¥96,000",Key Money ¥0,Floor 4 / 4F,Year Built 1986,Nearest Station Ebisu Station (13 min. walk)
"3LDK APARTMENT
IN DAIMACHI
HACHIOJI-SHI, TOKYO","Monthly Costs ¥98,000",Available Now,Size 75.00 m²,"Deposit ¥95,000",Key Money ¥0,Floor 2 / 5F,Year Built 1999,Nearest Station Nishi Hachioji Station (10 min. walk)
"1LDK APARTMENT
IN YOGA
SETAGAYA-KU, TOKYO","Monthly Costs ¥154,000",Available Now,Size 42.30 m²,"Deposit ¥144,000","Key Money ¥144,000",Floor 6 / 6F,Year Built 2007,Nearest Station Youga Station (6 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1DK APARTMENT
IN MITA
MINATO-KU, TOKYO","Monthly Costs ¥184,000",Available Now,Size 37.01 m²,"Deposit ¥176,000","Key Money ¥176,000",Floor 4 / 12F,Year Built 2007,Nearest Station Sengakuji Station (5 min. walk)
"2LDK APARTMENT
IN MISUMICHO
HIGASHIMURAYAMA-SHI, TOKYO","Monthly Costs ¥97,500",Available Now,Size 95.00 m²,"Deposit ¥187,000",Key Money ¥0,Floor 4 / 11F,Year Built 2003,Nearest Station Kumegawa Station (10 min. walk)
"3DK APARTMENT
IN HIGASHINIPPORI
ARAKAWA-KU, TOKYO","Monthly Costs ¥139,000",Available Now,Size 80.00 m²,"Deposit ¥270,000",Key Money ¥0,Floor 3 / 8F,Year Built 2003,Nearest Station Mikawashima Station (7 min. walk)
"2LDK APARTMENT
IN NISHIWASEDA(SONOTA)
SHINJUKU-KU, TOKYO","Monthly Costs ¥170,000",Available Now,Size 62.00 m²,"Deposit ¥330,000",Key Money ¥0,Floor 8 / 10F,Year Built 1998,Nearest Station Waseda Station (10 min. walk)
"1K APARTMENT
IN TAKADANOBABA
SHINJUKU-KU, TOKYO","Monthly Costs ¥92,000",Available Now,Size 16.00 m²,"Deposit ¥92,000",Key Money ¥0,Floor 2 / 3F,Year Built 1990,Nearest Station Takadanobaba Station (7 min. walk)
"1LDK APARTMENT
IN TOYAMA(SONOTA)
SHINJUKU-KU, TOKYO","Monthly Costs ¥149,000",Available Now,Size 55.00 m²,"Deposit ¥290,000",Key Money ¥0,Floor 9 / 10F,Year Built 1998,Nearest Station Nishiwaseda Station (7 min. walk)
"1R APARTMENT
IN KABUKICHO
SHINJUKU-KU, TOKYO","Monthly Costs ¥65,000",Available Now,Size 15.06 m²,Deposit ¥0,Key Money ¥0,Floor 3 / 9F,Year Built 1981,Nearest Station Higashi-Shinjuku Station (3 min. walk)
"2LDK APARTMENT
IN KAMIUMA
SETAGAYA-KU, TOKYO","Monthly Costs ¥152,000",Available Now,Size 67.00 m²,"Deposit ¥290,000",Key Money ¥0,Floor 6 / 8F,Year Built 2003,Nearest Station Komazawa-daigaku Station (10 min. walk)
"1LDK APARTMENT
IN MINAMIKARASUYAMA
SETAGAYA-KU, TOKYO","Monthly Costs ¥118,000",Available Now,Size 63.00 m²,"Deposit ¥227,000",Key Money ¥0,Floor 7 / 12F,Year Built 2002,Nearest Station Roka Koen Station (5 min. walk)
"3LDK APARTMENT
IN TAMAGAWADAI
SETAGAYA-KU, TOKYO","Monthly Costs ¥295,000",Available Now,Size 84.96 m²,"Deposit ¥142,500","Key Money ¥142,500",Floor 6 / 7F,Year Built 2011,Nearest Station Youga Station (10 min. walk)
"1LDK APARTMENT
IN SARUGAKUCHO
SHIBUYA-KU, TOKYO","Monthly Costs ¥278,000",Available Now,Size 63.38 m²,"Deposit ¥278,000",Key Money ¥0,Floor 2 / 6F,Year Built 2011,Nearest Station Daikanyama Station (9 min. walk)
"2LDK APARTMENT
IN NIHOMBASHIHAMACHO
CHUO-KU, TOKYO","Monthly Costs ¥185,000",Available Now,Size 70.00 m²,"Deposit ¥350,000",Key Money ¥0,Floor 16 / 40F,Year Built 2009,Nearest Station Suitengumae Station (5 min. walk)
"1R APARTMENT
IN MISAKICHO
CHIYODA-KU, TOKYO","Monthly Costs ¥109,000",Available Now,Size 24.68 m²,"Deposit ¥99,000",Key Money ¥0,Floor 2 / 8F,Year Built 2009,Nearest Station Suidoubashi Station (3 min. walk)
"1LDK APARTMENT
IN EBISUNISHI
SHIBUYA-KU, TOKYO","Monthly Costs ¥179,000",Available Now,Size 44.80 m²,"Deposit ¥338,000","Key Money ¥169,000",Floor 3 / 5F,Year Built 1997,Nearest Station Daikanyama Station (7 min. walk)
"1LDK APARTMENT
IN SANGENJAYA
SETAGAYA-KU, TOKYO","Monthly Costs ¥134,000",Available Now,Size 40.87 m²,"Deposit ¥262,000","Key Money ¥131,000",Floor 3 / 4F,Year Built 2000,Nearest Station Sangenjaya Station (4 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"2K APARTMENT
IN SUMIDA
SUMIDA-KU, TOKYO","Monthly Costs ¥87,000",Available Now,Size 33.84 m²,"Deposit ¥84,000","Key Money ¥84,000",Floor 2 / 4F,Year Built 1999,Nearest Station Higashimukoujima Station (6 min. walk)
"1R APARTMENT
IN IKEJIRI
SETAGAYA-KU, TOKYO","Monthly Costs ¥78,000",Available Now,Size 15.96 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2003,Nearest Station Ikejiriohashi Station (5 min. walk)
"2DK APARTMENT
IN KAMEIDO
KOTO-KU, TOKYO","Monthly Costs ¥96,000",Available Now,Size 50.00 m²,"Deposit ¥186,000",Key Money ¥0,Floor 7 / 12F,Year Built 1987,Nearest Station Kameido Station (10 min. walk)
"1LDK APARTMENT
IN NISHIKASAI
EDOGAWA-KU, TOKYO","Monthly Costs ¥99,000",Available Now,Size 50.00 m²,"Deposit ¥194,000",Key Money ¥0,Floor 8 / 15F,Year Built 1996,Nearest Station Nishikasai Station (3 min. walk)
"1K APARTMENT
IN KAMIUMA
SETAGAYA-KU, TOKYO","Monthly Costs ¥92,000",Available Now,Size 21.00 m²,"Deposit ¥87,000","Key Money ¥87,000",Floor 6 / 7F,Year Built 2003,Nearest Station Wakabayashi Station (6 min. walk)
"1LDK APARTMENT
IN MINAMIAZABU
MINATO-KU, TOKYO","Monthly Costs ¥248,000 negotiable",Available Now,Size 45.91 m²,"Deposit ¥238,000",Key Money ¥0,Floor 3 / 4F,Year Built 2007,Nearest Station Hiroo Station (4 min. walk)
